time_utc,source_forecast_date,decision_time_utc,weather_run_turbine_1_utc,weather_run_turbine_2_utc,training_cutoff_inclusive,turbine_1_normalized_power,turbine_2_normalized_power,farm_equal_capacity_mean_normalized_power
2026-02-01T17:00:00Z,2026-02-01,2026-02-01T06:00:00Z,2026-01-31T18:00:00Z,2026-01-31T18:00:00Z,2026-01-31,0.186435,0.178431,0.182433
2026-02-01T18:00:00Z,2026-02-01,2026-02-01T06:00:00Z,2026-01-31T18:00:00Z,2026-01-31T18:00:00Z,2026-01-31,0.241133,0.231479,0.236306
2026-02-01T19:00:00Z,2026-02-01,2026-02-01T06:00:00Z,2026-01-31T18:00:00Z,2026-01-31T18:00:00Z,2026-01-31,0.350053,0.338164,0.344109
2026-02-01T20:00:00Z,2026-02-01,2026-02-01T06:00:00Z,2026-01-31T18:00:00Z,2026-01-31T18:00:00Z,2026-01-31,0.396752,0.384358,0.390555
2026-02-01T21:00:00Z,2026-02-01,2026-02-01T06:00:00Z,2026-01-31T18:00:00Z,2026-01-31T18:00:00Z,2026-01-31,0.395213,0.382828,0.38902
2026-02-01T22:00:00Z,2026-02-01,2026-02-01T06:00:00Z,2026-01-31T18:00:00Z,2026-01-31T18:00:00Z,2026-01-31,0.360143,0.348132,0.354137
2026-02-01T23:00:00Z,2026-02-01,2026-02-01T06:00:00Z,2026-01-31T18:00:00Z,2026-01-31T18:00:00Z,2026-01-31,0.363026,0.350981,0.357004
2026-02-02T00:00:00Z,2026-02-01,2026-02-01T06:00:00Z,2026-01-31T18:00:00Z,2026-01-31T18:00:00Z,2026-01-31,0.329873,0.318227,0.32405
2026-02-02T01:00:00Z,2026-02-01,2026-02-01T06:00:00Z,2026-01-31T18:00:00Z,2026-01-31T18:00:00Z,2026-01-31,0.339963,0.328196,0.334079
2026-02-02T02:00:00Z,2026-02-01,2026-02-01T06:00:00Z,2026-01-31T18:00:00Z,2026-01-31T18:00:00Z,2026-01-31,0.402906,0.390477,0.396691
2026-02-02T03:00:00Z,2026-02-01,2026-02-01T06:00:00Z,2026-01-31T18:00:00Z,2026-01-31T18:00:00Z,2026-01-31,0.392137,0.379769,0.385953
2026-02-02T04:00:00Z,2026-02-01,2026-02-01T06:00:00Z,2026-01-31T18:00:00Z,2026-01-31T18:00:00Z,2026-01-31,0.529852,0.516998,0.523425
2026-02-02T05:00:00Z,2026-02-01,2026-02-01T06:00:00Z,2026-01-31T18:00:00Z,2026-01-31T18:00:00Z,2026-01-31,0.427521,0.414952,0.421237
2026-02-02T06:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.672918,0.658753,0.665836
2026-02-02T07:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.772198,0.759799,0.765999
2026-02-02T08:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.861293,0.853339,0.857316
2026-02-02T09:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.825465,0.815963,0.820714
2026-02-02T10:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.724628,0.710987,0.717808
2026-02-02T11:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.657232,0.64324,0.650236
2026-02-02T12:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.407521,0.395066,0.401293
2026-02-02T13:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.157199,0.150158,0.153678
2026-02-02T14:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.018921,0.017851,0.018386
2026-02-02T15:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.015048,0.014195,0.014621
2026-02-02T16:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.023989,0.022628,0.023308
2026-02-02T17:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.04246,0.040012,0.041236
2026-02-02T18:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.098979,0.094114,0.096547
2026-02-02T19:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.205617,0.197001,0.201309
2026-02-02T20:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.310772,0.299464,0.305118
2026-02-02T21:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.370233,0.358101,0.364167
2026-02-02T22:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.37744,0.365221,0.371331
2026-02-02T23:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.378881,0.366645,0.372763
2026-02-03T00:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.306823,0.295599,0.301211
2026-02-03T01:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.242297,0.23261,0.237454
2026-02-03T02:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.210862,0.202083,0.206473
2026-02-03T03:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.04181,0.0394,0.040605
2026-02-03T04:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.011839,0.011253,0.011546
2026-02-03T05:00:00Z,2026-02-02,2026-02-02T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T18:00:00Z,2026-01-31,0.060086,0.056771,0.058429
2026-02-03T06:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.02872,0.027087,0.027903
2026-02-03T07:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.126065,0.120158,0.123112
2026-02-03T08:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.183406,0.175499,0.179453
2026-02-03T09:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.193502,0.185273,0.189387
2026-02-03T10:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.104045,0.098985,0.101515
2026-02-03T11:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.084023,0.079737,0.08188
2026-02-03T12:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.122138,0.116379,0.119258
2026-02-03T13:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.227161,0.217912,0.222536
2026-02-03T14:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.301557,0.290447,0.296002
2026-02-03T15:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.422906,0.410363,0.416635
2026-02-03T16:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.450598,0.437898,0.444248
2026-02-03T17:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.54345,0.530501,0.536976
2026-02-03T18:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.38906,0.37671,0.382885
2026-02-03T19:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.344287,0.332468,0.338377
2026-02-03T20:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.489214,0.476425,0.482819
2026-02-03T21:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.371674,0.359525,0.365599
2026-02-03T22:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.355819,0.34386,0.349839
2026-02-03T23:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.325549,0.313955,0.319752
2026-02-04T00:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.331315,0.319651,0.325483
2026-02-04T01:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.351495,0.339588,0.345542
2026-02-04T02:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.395213,0.382828,0.38902
2026-02-04T03:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.32699,0.315379,0.321184
2026-02-04T04:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.280493,0.269836,0.275165
2026-02-04T05:00:00Z,2026-02-03,2026-02-03T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T18:00:00Z,2026-01-31,0.191483,0.183318,0.1874
2026-02-04T06:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.38753,0.37519,0.38136
2026-02-04T07:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.22949,0.220173,0.224832
2026-02-04T08:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.130389,0.124325,0.127357
2026-02-04T09:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.107664,0.102464,0.105064
2026-02-04T10:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.075217,0.071272,0.073245
2026-02-04T11:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.025634,0.024179,0.024906
2026-02-04T12:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.021726,0.020495,0.02111
2026-02-04T13:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.011319,0.010814,0.011066
2026-02-04T14:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.111282,0.105943,0.108613
2026-02-04T15:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.294974,0.284006,0.28949
2026-02-04T16:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.422906,0.410363,0.416635
2026-02-04T17:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.444444,0.431779,0.438111
2026-02-04T18:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.553713,0.540684,0.547199
2026-02-04T19:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.706611,0.692623,0.699617
2026-02-04T20:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.79743,0.786403,0.791916
2026-02-04T21:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.87019,0.862618,0.866404
2026-02-04T22:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.901449,0.894328,0.897888
2026-02-04T23:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.924181,0.917219,0.9207
2026-02-05T00:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.919853,0.912857,0.916355
2026-02-05T01:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.946859,0.940564,0.943712
2026-02-05T02:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.959354,0.954188,0.956771
2026-02-05T03:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.945895,0.939534,0.942715
2026-02-05T04:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.903082,0.895972,0.899527
2026-02-05T05:00:00Z,2026-02-04,2026-02-04T06:00:00Z,2026-02-03T18:00:00Z,2026-02-03T18:00:00Z,2026-01-31,0.922017,0.915038,0.918527
2026-02-05T06:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.955185,0.949542,0.952363
2026-02-05T07:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.954098,0.94833,0.951214
2026-02-05T08:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.909617,0.902548,0.906083
2026-02-05T09:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.808644,0.798227,0.803435
2026-02-05T10:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.58108,0.567838,0.574459
2026-02-05T11:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.586211,0.57293,0.57957
2026-02-05T12:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.444444,0.431779,0.438111
2026-02-05T13:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.390598,0.378239,0.384418
2026-02-05T14:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.461581,0.448835,0.455208
2026-02-05T15:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.439829,0.42719,0.433509
2026-02-05T16:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.413675,0.401185,0.40743
2026-02-05T17:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.424444,0.411893,0.418168
2026-02-05T18:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.384647,0.372341,0.378494
2026-02-05T19:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.328432,0.316803,0.322618
2026-02-05T20:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.239968,0.230349,0.235158
2026-02-05T21:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.19855,0.19016,0.194355
2026-02-05T22:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.159794,0.152658,0.156226
2026-02-05T23:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.046432,0.043776,0.045104
2026-02-06T00:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.034333,0.032367,0.03335
2026-02-06T01:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.227161,0.217912,0.222536
2026-02-06T02:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.381764,0.369493,0.375629
2026-02-06T03:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.253939,0.243916,0.248928
2026-02-06T04:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.084023,0.079737,0.08188
2026-02-06T05:00:00Z,2026-02-05,2026-02-05T06:00:00Z,2026-02-04T18:00:00Z,2026-02-04T18:00:00Z,2026-01-31,0.072281,0.06845,0.070365
2026-02-06T06:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.064182,0.060669,0.062426
2026-02-06T07:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.127795,0.121825,0.12481
2026-02-06T08:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.907166,0.900082,0.903624
2026-02-06T09:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.967883,0.962308,0.965096
2026-02-06T10:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.967451,0.961245,0.964348
2026-02-06T11:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.967901,0.954225,0.961063
2026-02-06T12:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.9756,0.952253,0.963927
2026-02-06T13:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.97549,0.9525,0.963995
2026-02-06T14:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.967708,0.954552,0.96113
2026-02-06T15:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.967875,0.962286,0.965081
2026-02-06T16:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.963325,0.958469,0.960897
2026-02-06T17:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.912884,0.905835,0.909359
2026-02-06T18:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.579369,0.566141,0.572755
2026-02-06T19:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.345729,0.333892,0.339811
2026-02-06T20:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.27391,0.263395,0.268652
2026-02-06T21:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.334197,0.322499,0.328348
2026-02-06T22:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.312089,0.300752,0.30642
2026-02-06T23:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.287075,0.276277,0.281676
2026-02-07T00:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.238804,0.229218,0.234011
2026-02-07T01:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.093913,0.089244,0.091579
2026-02-07T02:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.015048,0.014195,0.014621
2026-02-07T03:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.011137,0.010661,0.010899
2026-02-07T04:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.013977,0.013201,0.013589
2026-02-07T05:00:00Z,2026-02-06,2026-02-06T06:00:00Z,2026-02-05T18:00:00Z,2026-02-05T18:00:00Z,2026-01-31,0.011839,0.011253,0.011546
2026-02-07T06:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.224833,0.21565,0.220242
2026-02-07T07:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.284442,0.273701,0.279072
2026-02-07T08:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.235311,0.225826,0.230569
2026-02-07T09:00:00Z,2026-02-07,2026-02-07T06:00:00Z,2026-02-06T18:00:00Z,2026-02-06T18:00:00Z,2026-01-31,0.15201,0.145158,0.148584
